# seed=10544862 tn_count=928
label	text
ham	Am i that much bad to avoid like this?
ham	Sure, whenever you show the fuck up &gt;:(
ham	No da. . Vijay going to talk in jaya tv
ham	Shall i come to get pickle
ham	Alright we're hooked up, where you guys at
ham	Hi dude hw r u da realy mising u today
ham	"'An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear...."""
ham	Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is
ham	Are you at work right now ?
ham	Boo. How's things? I'm back at home and a little bored already :-(
ham	Hurry home. Soup is DONE!
ham	Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem
ham	Oh all have to come ah?
ham	Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...
ham	Still i have not checked it da. . .
ham	Actually I decided I was too hungry so I haven't left yet :V
ham	Going for dinner.msg you after.
ham	Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*
ham	Sure! I am driving but will reach my destination soon.
ham	Howz that persons story
ham	I have printed it oh. So  &lt;#&gt;  come upstairs
ham	Hey gals...U all wanna meet 4 dinner at nìte? 
ham	Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.
ham	I keep ten rs in my shelf:) buy two egg.
ham	I'll talk to the others and probably just come early tomorrow then
ham	Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in.
ham	Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.
ham	I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night
ham	No no. I will check all rooms befor activities
ham	NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT
ham	Well welp is sort of a semiobscure internet thing
ham	Sorry, I'll call later
ham	Can you do online transaction?
ham	You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
ham	Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.
ham	Oh ho. Is this the first time u use these type of words
ham	Chk in ur belovd ms dict
ham	It,,s a taxt massage....tie-pos argh ok! Lool!
ham	Then. You are eldest know.
ham	Now thats going to ruin your thesis!
ham	Oh is it? Send me the address
ham	Need a coffee run tomo?Can't believe it's that time of week already
ham	Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.
ham	Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.
ham	Noice. Text me when you're here
ham	I'm in office now da:)where are you?
ham	"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"
ham	Why nothing. Ok anyway give me treat
ham	Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!
ham	U in town alone?
ham	I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!
ham	Sorry, I'll call you  later. I am in meeting sir.
ham	Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
ham	(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)
ham	Armand says get your ass over to epsilon
ham	Goodnight da thangam I really miss u dear.
ham	How much for an eighth?
ham	Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)
ham	I asked sen to come chennai and search for job.
ham	WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
ham	Great escape. I fancy the bridge but needs her lager. See you tomo 
ham	Yup it's at paragon... I havent decided whether 2 cut yet... Hee...
ham	What's up bruv, hope you had a great break. Do have a rewarding semester.
ham	Hi where you. You in home or calicut?
ham	Maybe you should find something else to do instead???
ham	We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.
ham	Lol no. I just need to cash in my nitros. Hurry come on before I crash out!
ham	You will be in the place of that man
ham	Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
ham	Yes, my reg is  Ciao!
ham	MMM ... Fuck .... Merry Christmas to me
ham	I think just yourself …Thanks and see you tomo
ham	haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons
ham	Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.
ham	Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.
ham	Went to pay rent. So i had to go to the bank to authorise the payment.
ham	Shall i send that exe to your mail id.
ham	Good morning princess! Happy New Year!
ham	Dunno lei shd b driving lor cos i go sch 1 hr oni.
ham	If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.
ham	Dear reached railway. What happen to you
ham	Well. Im computerless. Time to make some oreo truffles
ham	I'm at work. Please call
ham	Yeah. I got a list with only u and Joanna if I'm feeling really anti social
ham	This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
ham	Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.
ham	Where you. What happen
ham	Friends that u can stay on fb chat with
ham	Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.
ham	Cool. Do you like swimming? I have a pool and jacuzzi at my house.
ham	That's significant but dont worry.
ham	Uh, heads up we don't have THAT much left
ham	Not sure yet, still trying to get a hold of him
ham	Sorry, I'll call later
ham	Can you plz tell me the ans. BSLVYL sent via fullonsms.com
ham	Reverse is cheating. That is not mathematics.
ham	I‘m going to try for 2 months ha ha only joking
ham	Am I the only one who doesn't stalk profiles?
ham	What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
ham	Yes :)it completely in out of form:)clark also utter waste.
ham	Just wondering, the others just took off
ham	Yes baby! We can study all the positions of the kama sutra ;)
ham	Thank you. And by the way, I just lost.
ham	Yup
ham	Can come my room but cannot come my house cos my house still messy... Haha...
ham	Sorry,in meeting I'll call later
ham	Remember to ask alex about his pizza
ham	I'm serious. You are in the money base
ham	Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.
ham	You still coming tonight?
ham	It wont b until 2.15 as trying 2 sort house out, is that ok?
ham	Aight, you close by or still down around alex's place?
ham	Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...
ham	Y de asking like this.
ham	Prakesh is there know.
ham	I want to show you the world, princess :) how about europe?
ham	Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.
ham	There'll be a minor shindig at my place later tonight, you interested?
ham	TaKe CaRE n gET WeLL sOOn
ham	Yes, princess. Are you going to make me moan?
ham	I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave... 
ham	What time you think you'll have it? Need to know when I should be near campus
ham	Who's there say hi to our drugdealer
ham	When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.
ham	I have no idea where you are
ham	Yeah that's what I thought, lemme know if anything's goin on later
ham	That day you asked about anand number. Why:-)
ham	I liked the new mobile
ham	Please don't text me anymore. I have nothing else to say.
ham	University of southern california.
ham	I;m reaching in another 2 stops.
ham	Thanks da thangam, i feel very very happy dear. I also miss you da.
ham	Ok both our days. So what are you making for dinner tonite? Am I invited?
ham	Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?
ham	I will spoil you in bed as well :)
ham	Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*
ham	Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?
ham	Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?
ham	Mm i am on the way to railway
ham	Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.
ham	Id have to check but there's only like 1 bowls worth left
ham	The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.
ham	Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!
ham	I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo
ham	Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........
ham	Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
ham	Love you aathi..love u lot..
ham	Watching tv now. I got new job :)
ham	K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else
ham	I wonder if you'll get this text?
ham	see you then, we're all christmassy here!
ham	Hey you can pay. With salary de. Only  &lt;#&gt; .
ham	Dhoni have luck to win some big title.so we will win:)
ham	No. To be nosy I guess. Idk am I over reacting if I'm freaked?
ham	Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*
ham	Thanx a lot 4 ur help!
ham	Yunny i'm walking in citylink now ü faster come down... Me very hungry...
ham	Nice talking to you! please dont forget my pix :) i want to see all of you...
ham	Networking technical support associate.
ham	Printer is cool. I mean groovy. Wine is groovying
ham	Nah, I'm a perpetual DD
ham	Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?
ham	Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
ham	Some are lasting as much as 2 hours. You might get lucky.
ham	You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days
ham	Lmao you know me so well...
ham	How dare you change my ring
ham	Prepare to be pleasured :)
ham	Yup...
ham	Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill
ham	HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX
ham	Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :)
ham	We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.
ham	K, text me when you're on the way
ham	Ok thanx... Take care then...
ham	Ü mean it's confirmed... I tot they juz say oni... Ok then... 
ham	Even i cant close my eyes you are in me our vava playing umma :-D
ham	Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. 
ham	Oh oh... Den muz change plan liao... Go back have to yan jiu again...
ham	Like  &lt;#&gt; , same question
ham	Lol alright i was thinkin that too haha
ham	Ok.ok ok..then..whats ur todays plan
ham	Tmrw. Im finishing 9 doors
ham	U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.
ham	You will be in the place of that man
ham	"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your"
ham	It should take about  &lt;#&gt;  min
ham	Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?
ham	Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;
ham	Ha. You don‘t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.
ham	I will come tomorrow di
ham	Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word
ham	Tell them no need to investigate about me anywhere.
ham	Do you know when dad will be back?
ham	Is there coming friday is leave for pongal?do you get any news from your work place.
ham	Ok Chinese food on its way. When I get fat you're paying for my lipo.
ham	Dear where you. Call me
ham	I send the print  outs da.
ham	Uncle G, just checking up on you. Do have a rewarding month
ham	Lol boo I was hoping for a laugh
ham	Sir, i am waiting for your call, once free please call me.
ham	I reach home safe n sound liao...
ham	Dunno lei... I thk mum lazy to go out... I neva ask her yet...
ham	Why she wants to talk to me
ham	Bring it if you got it
ham	I liked your new house
ham	Pls dont restrict her from eating anythin she likes for the next two days.
ham	Have a nice day my dear.
ham	Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit
ham	Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!
ham	Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.
ham	Ya:)going for restaurant..
ham	Its ok..come to my home it vl nice to meet and v can chat..
ham	Yeah like if it goes like it did with my friends imma flip my shit in like half an hour
ham	Are you being good, baby? :)
ham	Dad wanted to talk about the apartment so I got a late start, omw now
ham	Did u find out what time the bus is at coz i need to sort some stuff out.
ham	Sorry, I can't text &amp; drive coherently, see you in twenty
ham	I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time
ham	As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham	The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow
ham	OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX
ham	Get ready for  &lt;#&gt;  inches of pleasure...
ham	Im just wondering what your doing right now?
ham	Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)
ham	Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.
ham	Ta-Daaaaa! I am home babe, are you still up ?
ham	How come i din c ü... Yup i cut my hair...
ham	* Am on my way
ham	Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago
ham	Sorry, I'll call later
ham	either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.
ham	Good words.... But words may leave u in dismay many times.
ham	Ah, well that confuses things, doesn‘t it?
ham	Also track down any lighters you can find
ham	Somebody should go to andros and steal ice
ham	I'll reach in ard 20 mins ok...
ham	Both :) i shoot big loads so get ready!
ham	We have pizza if u want
ham	I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!
ham	Might ax well im there.
ham	Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can
ham	I thank you so much for all you do with selflessness. I love you plenty.
ham	No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?
ham	Geeeee ... Your internet is really bad today, eh ?
ham	Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL
ham	Sorry, I'll call later In meeting.
ham	Since when, which side, any fever, any vomitin.
ham	What you need. You have a person to give na.
ham	OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!
ham	Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................
ham	Horrible gal. Me in sch doing some stuff. How come u got mc?
ham	I place all ur points on e cultures module already.
ham	Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss
ham	Hmph. Go head, big baller.
ham	Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.
ham	Cool, text me when you're parked
ham	Thanx 4 e brownie it's v nice...
ham	* Will be september by then!
ham	He says hi and to get your ass back to south tampa (preferably at a kegger)
ham	Ok. She'll be ok. I guess
ham	Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.
ham	Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?
ham	We have all rounder:)so not required:)
ham	Did u receive my msg?
ham	Cos daddy arranging time c wat time fetch ü mah...
ham	Ugh just got outta class
ham	Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...
ham	Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!
ham	Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...
ham	* Am on a train back from northampton so i'm afraid not!
ham	We left already we at orchard now.
ham	K, can that happen tonight?
ham	Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.
ham	Gud ni8 dear..slp well..take care..swt dreams..Muah..
ham	Later i guess. I needa do mcat study too.
ham	Great! How is the office today?
ham	I told your number to gautham..
ham	Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.
ham	Ok ill tell the company
ham	I just saw ron burgundy captaining a party boat so yeah
ham	There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
ham	They finally came to fix the ceiling.
ham	I am in escape theatre now. . Going to watch KAVALAN in a few minutes
ham	Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....
ham	Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.
ham	K. I will sent it again
ham	HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN
ham	Sat right? Okay thanks... 
ham	Good morning pookie pie! Lol hope I didn't wake u up
ham	Or ill be a little closer like at the bus stop on the same street
ham	Are u coming to the funeral home
ham	She's fine. Sends her greetings
ham	What's your room number again? Wanna make sure I'm knocking on the right door
ham	Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone
ham	God bless.get good sleep my dear...i will pray!
ham	Ü go home liao? Ask dad to pick me up at 6...
ham	Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
ham	Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe
ham	I will lick up every drop :) are you ready to use your mouth as well?
ham	The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight
ham	Yeah hopefully, if tyler can't do it I could maybe ask around a bit
ham	Went fast asleep dear.take care.
ham	I wait 4 ü inside da car park...
ham	S:)8 min to go for lunch:)
ham	Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.
ham	X2  &lt;#&gt; . Are you going to get that
ham	What time you thinkin of goin?
ham	Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
ham	Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham	Jus chillaxin, what up
ham	Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u..
ham	COME BACK TO TAMPA FFFFUUUUUUU
ham	Sorry de i went to shop.
ham	K, if u bored up just come to my home..
ham	Heehee that was so funny tho
ham	Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.
ham	* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
ham	Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
ham	Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks
ham	Good Morning plz call me sir
ham	Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx
